"date" "interval" "steps" "wday"
"3879" "2012-11-05" "515" 0 "weekday"
"3880" "2012-11-06" "515" 0 "weekday"
"3881" "2012-11-07" "515" 0 "weekday"
"3882" "2012-11-08" "515" 0 "weekday"
"3883" "2012-11-09" "515" 2 "weekday"
"3884" "2012-11-10" "515" 2 "weekend"
"3885" "2012-11-11" "515" 0 "weekend"
"3886" "2012-11-12" "515" 0 "weekday"
"3887" "2012-11-13" "515" 0 "weekday"
"3888" "2012-11-14" "515" 2 "weekday"
"3889" "2012-11-15" "515" 0 "weekday"
"3890" "2012-11-16" "515" 0 "weekday"
"3891" "2012-11-17" "515" 0 "weekend"
"3892" "2012-11-18" "515" 0 "weekend"
"3893" "2012-11-19" "515" 0 "weekday"
"3894" "2012-11-20" "515" 0 "weekday"
"3895" "2012-11-21" "515" 0 "weekday"
"3896" "2012-11-22" "515" 0 "weekday"
"3897" "2012-11-23" "515" 0 "weekday"
"3898" "2012-11-24" "515" 0 "weekend"
"3899" "2012-11-25" "515" 0 "weekend"
"3900" "2012-11-26" "515" 0 "weekday"
"3901" "2012-11-27" "515" 0 "weekday"
"3902" "2012-11-28" "515" 0 "weekday"
"3903" "2012-11-29" "515" 0 "weekday"
"3904" "2012-11-30" "515" 2 "weekday"
"3905" "2012-10-01" "520" 3 "weekday"
"3906" "2012-10-02" "520" 0 "weekday"
"3907" "2012-10-03" "520" 0 "weekday"
"3908" "2012-10-04" "520" 57 "weekday"
"3909" "2012-10-05" "520" 0 "weekday"
"3910" "2012-10-06" "520" 0 "weekend"
"3911" "2012-10-07" "520" 0 "weekend"
"3912" "2012-10-08" "520" 3 "weekday"
"3913" "2012-10-09" "520" 0 "weekday"
"3914" "2012-10-10" "520" 0 "weekday"
"3915" "2012-10-11" "520" 0 "weekday"
"3916" "2012-10-12" "520" 0 "weekday"
"3917" "2012-10-13" "520" 0 "weekend"
"3918" "2012-10-14" "520" 0 "weekend"
"3919" "2012-10-15" "520" 0 "weekday"
"3920" "2012-10-16" "520" 0 "weekday"
"3921" "2012-10-17" "520" 0 "weekday"
"3922" "2012-10-18" "520" 0 "weekday"
"3923" "2012-10-19" "520" 0 "weekday"
"3924" "2012-10-20" "520" 0 "weekend"
"3925" "2012-10-21" "520" 0 "weekend"
"3926" "2012-10-22" "520" 0 "weekday"
"3927" "2012-10-23" "520" 0 "weekday"
"3928" "2012-10-24" "520" 0 "weekday"
"3929" "2012-10-25" "520" 0 "weekday"
"3930" "2012-10-26" "520" 37 "weekday"
"3931" "2012-10-27" "520" 6 "weekend"
"3932" "2012-10-28" "520" 0 "weekend"
"3933" "2012-10-29" "520" 0 "weekday"
"3934" "2012-10-30" "520" 0 "weekday"
"3935" "2012-10-31" "520" 0 "weekday"
"3936" "2012-11-01" "520" 3 "weekday"
"3937" "2012-11-02" "520" 0 "weekday"
"3938" "2012-11-03" "520" 0 "weekend"
"3939" "2012-11-04" "520" 3 "weekend"
"3940" "2012-11-05" "520" 0 "weekday"
"3941" "2012-11-06" "520" 0 "weekday"
"3942" "2012-11-07" "520" 0 "weekday"
"3943" "2012-11-08" "520" 0 "weekday"
"3944" "2012-11-09" "520" 3 "weekday"
"3945" "2012-11-10" "520" 3 "weekend"
"3946" "2012-11-11" "520" 0 "weekend"
"3947" "2012-11-12" "520" 0 "weekday"
"3948" "2012-11-13" "520" 0 "weekday"
"3949" "2012-11-14" "520" 3 "weekday"
"3950" "2012-11-15" "520" 0 "weekday"
"3951" "2012-11-16" "520" 0 "weekday"
"3952" "2012-11-17" "520" 0 "weekend"
"3953" "2012-11-18" "520" 0 "weekend"
"3954" "2012-11-19" "520" 0 "weekday"
"3955" "2012-11-20" "520" 0 "weekday"
"3956" "2012-11-21" "520" 0 "weekday"
"3957" "2012-11-22" "520" 0 "weekday"
"3958" "2012-11-23" "520" 0 "weekday"
"3959" "2012-11-24" "520" 0 "weekend"
"3960" "2012-11-25" "520" 0 "weekend"
"3961" "2012-11-26" "520" 76 "weekday"
"3962" "2012-11-27" "520" 0 "weekday"
"3963" "2012-11-28" "520" 0 "weekday"
"3964" "2012-11-29" "520" 0 "weekday"
"3965" "2012-11-30" "520" 3 "weekday"
"3966" "2012-10-01" "525" 3 "weekday"
"3967" "2012-10-02" "525" 0 "weekday"
"3968" "2012-10-03" "525" 0 "weekday"
"3969" "2012-10-04" "525" 40 "weekday"
"3970" "2012-10-05" "525" 0 "weekday"
"3971" "2012-10-06" "525" 0 "weekend"
"3972" "2012-10-07" "525" 0 "weekend"
"3973" "2012-10-08" "525" 3 "weekday"
"3974" "2012-10-09" "525" 0 "weekday"
"3975" "2012-10-10" "525" 0 "weekday"
"3976" "2012-10-11" "525" 0 "weekday"
"3977" "2012-10-12" "525" 0 "weekday"
"3978" "2012-10-13" "525" 0 "weekend"
"3979" "2012-10-14" "525" 0 "weekend"
"3980" "2012-10-15" "525" 0 "weekday"
"3981" "2012-10-16" "525" 0 "weekday"
"3982" "2012-10-17" "525" 0 "weekday"
"3983" "2012-10-18" "525" 8 "weekday"
"3984" "2012-10-19" "525" 0 "weekday"
"3985" "2012-10-20" "525" 53 "weekend"
"3986" "2012-10-21" "525" 0 "weekend"
"3987" "2012-10-22" "525" 0 "weekday"
"3988" "2012-10-23" "525" 0 "weekday"
"3989" "2012-10-24" "525" 0 "weekday"
"3990" "2012-10-25" "525" 0 "weekday"
"3991" "2012-10-26" "525" 0 "weekday"
"3992" "2012-10-27" "525" 0 "weekend"
"3993" "2012-10-28" "525" 0 "weekend"
"3994" "2012-10-29" "525" 0 "weekday"
"3995" "2012-10-30" "525" 0 "weekday"
"3996" "2012-10-31" "525" 0 "weekday"
"3997" "2012-11-01" "525" 3 "weekday"
"3998" "2012-11-02" "525" 0 "weekday"
"3999" "2012-11-03" "525" 0 "weekend"
"4000" "2012-11-04" "525" 3 "weekend"
"4001" "2012-11-05" "525" 0 "weekday"
"4002" "2012-11-06" "525" 0 "weekday"
"4003" "2012-11-07" "525" 0 "weekday"
"4004" "2012-11-08" "525" 0 "weekday"
"4005" "2012-11-09" "525" 3 "weekday"
"4006" "2012-11-10" "525" 3 "weekend"
"4007" "2012-11-11" "525" 0 "weekend"
"4008" "2012-11-12" "525" 0 "weekday"
"4009" "2012-11-13" "525" 0 "weekday"
"4010" "2012-11-14" "525" 3 "weekday"
"4011" "2012-11-15" "525" 0 "weekday"
"4012" "2012-11-16" "525" 0 "weekday"
"4013" "2012-11-17" "525" 0 "weekend"
"4014" "2012-11-18" "525" 0 "weekend"
"4015" "2012-11-19" "525" 0 "weekday"
"4016" "2012-11-20" "525" 0 "weekday"
"4017" "2012-11-21" "525" 0 "weekday"
"4018" "2012-11-22" "525" 0 "weekday"
"4019" "2012-11-23" "525" 0 "weekday"
"4020" "2012-11-24" "525" 0 "weekend"
"4021" "2012-11-25" "525" 0 "weekend"
"4022" "2012-11-26" "525" 0 "weekday"
"4023" "2012-11-27" "525" 0 "weekday"
"4024" "2012-11-28" "525" 56 "weekday"
"4025" "2012-11-29" "525" 0 "weekday"
"4026" "2012-11-30" "525" 3 "weekday"
"4027" "2012-10-01" "530" 2 "weekday"
"4028" "2012-10-02" "530" 0 "weekday"
"4029" "2012-10-03" "530" 0 "weekday"
"4030" "2012-10-04" "530" 0 "weekday"
"4031" "2012-10-05" "530" 0 "weekday"
"4032" "2012-10-06" "530" 0 "weekend"
"4033" "2012-10-07" "530" 0 "weekend"
"4034" "2012-10-08" "530" 2 "weekday"
"4035" "2012-10-09" "530" 0 "weekday"
"4036" "2012-10-10" "530" 0 "weekday"
"4037" "2012-10-11" "530" 0 "weekday"
"4038" "2012-10-12" "530" 0 "weekday"
"4039" "2012-10-13" "530" 0 "weekend"
"4040" "2012-10-14" "530" 0 "weekend"
"4041" "2012-10-15" "530" 0 "weekday"
"4042" "2012-10-16" "530" 0 "weekday"
"4043" "2012-10-17" "530" 0 "weekday"
"4044" "2012-10-18" "530" 0 "weekday"
"4045" "2012-10-19" "530" 0 "weekday"
"4046" "2012-10-20" "530" 0 "weekend"
"4047" "2012-10-21" "530" 0 "weekend"
"4048" "2012-10-22" "530" 13 "weekday"
"4049" "2012-10-23" "530" 0 "weekday"
"4050" "2012-10-24" "530" 0 "weekday"
"4051" "2012-10-25" "530" 0 "weekday"
"4052" "2012-10-26" "530" 0 "weekday"
"4053" "2012-10-27" "530" 0 "weekend"
"4054" "2012-10-28" "530" 0 "weekend"
"4055" "2012-10-29" "530" 0 "weekday"
"4056" "2012-10-30" "530" 0 "weekday"
"4057" "2012-10-31" "530" 0 "weekday"
"4058" "2012-11-01" "530" 2 "weekday"
"4059" "2012-11-02" "530" 0 "weekday"
"4060" "2012-11-03" "530" 0 "weekend"
"4061" "2012-11-04" "530" 2 "weekend"
"4062" "2012-11-05" "530" 0 "weekday"
"4063" "2012-11-06" "530" 0 "weekday"
"4064" "2012-11-07" "530" 0 "weekday"
"4065" "2012-11-08" "530" 0 "weekday"
"4066" "2012-11-09" "530" 2 "weekday"
"4067" "2012-11-10" "530" 2 "weekend"
"4068" "2012-11-11" "530" 0 "weekend"
"4069" "2012-11-12" "530" 0 "weekday"
"4070" "2012-11-13" "530" 0 "weekday"
"4071" "2012-11-14" "530" 2 "weekday"
"4072" "2012-11-15" "530" 0 "weekday"
"4073" "2012-11-16" "530" 0 "weekday"
"4074" "2012-11-17" "530" 0 "weekend"
"4075" "2012-11-18" "530" 0 "weekend"
"4076" "2012-11-19" "530" 0 "weekday"
"4077" "2012-11-20" "530" 0 "weekday"
"4078" "2012-11-21" "530" 0 "weekday"
"4079" "2012-11-22" "530" 0 "weekday"
"4080" "2012-11-23" "530" 0 "weekday"
"4081" "2012-11-24" "530" 0 "weekend"
"4082" "2012-11-25" "530" 0 "weekend"
"4083" "2012-11-26" "530" 35 "weekday"
"4084" "2012-11-27" "530" 63 "weekday"
"4085" "2012-11-28" "530" 0 "weekday"
"4086" "2012-11-29" "530" 0 "weekday"
"4087" "2012-11-30" "530" 2 "weekday"
"4088" "2012-10-01" "535" 6 "weekday"
"4089" "2012-10-02" "535" 0 "weekday"
"4090" "2012-10-03" "535" 25 "weekday"
"4091" "2012-10-04" "535" 0 "weekday"
"4092" "2012-10-05" "535" 0 "weekday"
"4093" "2012-10-06" "535" 0 "weekend"
"4094" "2012-10-07" "535" 0 "weekend"
"4095" "2012-10-08" "535" 6 "weekday"
"4096" "2012-10-09" "535" 0 "weekday"
"4097" "2012-10-10" "535" 0 "weekday"
"4098" "2012-10-11" "535" 0 "weekday"
"4099" "2012-10-12" "535" 0 "weekday"
"4100" "2012-10-13" "535" 0 "weekend"
"4101" "2012-10-14" "535" 0 "weekend"
"4102" "2012-10-15" "535" 0 "weekday"
"4103" "2012-10-16" "535" 0 "weekday"
"4104" "2012-10-17" "535" 0 "weekday"
"4105" "2012-10-18" "535" 0 "weekday"
"4106" "2012-10-19" "535" 0 "weekday"
"4107" "2012-10-20" "535" 0 "weekend"
"4108" "2012-10-21" "535" 0 "weekend"
"4109" "2012-10-22" "535" 0 "weekday"
"4110" "2012-10-23" "535" 0 "weekday"
"4111" "2012-10-24" "535" 0 "weekday"
"4112" "2012-10-25" "535" 0 "weekday"
"4113" "2012-10-26" "535" 15 "weekday"
"4114" "2012-10-27" "535" 0 "weekend"
"4115" "2012-10-28" "535" 0 "weekend"
"4116" "2012-10-29" "535" 0 "weekday"
"4117" "2012-10-30" "535" 0 "weekday"
"4118" "2012-10-31" "535" 0 "weekday"
"4119" "2012-11-01" "535" 6 "weekday"
"4120" "2012-11-02" "535" 0 "weekday"
"4121" "2012-11-03" "535" 0 "weekend"
"4122" "2012-11-04" "535" 6 "weekend"
"4123" "2012-11-05" "535" 0 "weekday"
"4124" "2012-11-06" "535" 0 "weekday"
"4125" "2012-11-07" "535" 0 "weekday"
"4126" "2012-11-08" "535" 0 "weekday"
"4127" "2012-11-09" "535" 6 "weekday"
"4128" "2012-11-10" "535" 6 "weekend"
"4129" "2012-11-11" "535" 0 "weekend"
"4130" "2012-11-12" "535" 0 "weekday"
"4131" "2012-11-13" "535" 0 "weekday"
"4132" "2012-11-14" "535" 6 "weekday"
"4133" "2012-11-15" "535" 0 "weekday"
"4134" "2012-11-16" "535" 0 "weekday"
"4135" "2012-11-17" "535" 0 "weekend"
"4136" "2012-11-18" "535" 0 "weekend"
"4137" "2012-11-19" "535" 0 "weekday"
"4138" "2012-11-20" "535" 0 "weekday"
"4139" "2012-11-21" "535" 0 "weekday"
"4140" "2012-11-22" "535" 0 "weekday"
"4141" "2012-11-23" "535" 0 "weekday"
"4142" "2012-11-24" "535" 0 "weekend"
"4143" "2012-11-25" "535" 0 "weekend"
"4144" "2012-11-26" "535" 25 "weekday"
"4145" "2012-11-27" "535" 197 "weekday"
"4146" "2012-11-28" "535" 59 "weekday"
"4147" "2012-11-29" "535" 0 "weekday"
"4148" "2012-11-30" "535" 6 "weekday"
"4149" "2012-10-01" "540" 16 "weekday"
"4150" "2012-10-02" "540" 0 "weekday"
"4151" "2012-10-03" "540" 0 "weekday"
"4152" "2012-10-04" "540" 0 "weekday"
"4153" "2012-10-05" "540" 0 "weekday"
"4154" "2012-10-06" "540" 27 "weekend"
"4155" "2012-10-07" "540" 0 "weekend"
"4156" "2012-10-08" "540" 16 "weekday"
"4157" "2012-10-09" "540" 0 "weekday"
"4158" "2012-10-10" "540" 0 "weekday"
"4159" "2012-10-11" "540" 0 "weekday"
"4160" "2012-10-12" "540" 30 "weekday"
"4161" "2012-10-13" "540" 0 "weekend"
"4162" "2012-10-14" "540" 0 "weekend"
"4163" "2012-10-15" "540" 0 "weekday"
"4164" "2012-10-16" "540" 0 "weekday"
"4165" "2012-10-17" "540" 0 "weekday"
"4166" "2012-10-18" "540" 0 "weekday"
"4167" "2012-10-19" "540" 0 "weekday"
"4168" "2012-10-20" "540" 0 "weekend"
"4169" "2012-10-21" "540" 0 "weekend"
"4170" "2012-10-22" "540" 0 "weekday"
"4171" "2012-10-23" "540" 0 "weekday"
"4172" "2012-10-24" "540" 0 "weekday"
"4173" "2012-10-25" "540" 0 "weekday"
"4174" "2012-10-26" "540" 27 "weekday"
"4175" "2012-10-27" "540" 0 "weekend"
"4176" "2012-10-28" "540" 0 "weekend"
"4177" "2012-10-29" "540" 0 "weekday"
"4178" "2012-10-30" "540" 0 "weekday"
"4179" "2012-10-31" "540" 0 "weekday"
"4180" "2012-11-01" "540" 16 "weekday"
"4181" "2012-11-02" "540" 0 "weekday"
"4182" "2012-11-03" "540" 0 "weekend"
"4183" "2012-11-04" "540" 16 "weekend"
"4184" "2012-11-05" "540" 0 "weekday"
"4185" "2012-11-06" "540" 0 "weekday"
"4186" "2012-11-07" "540" 0 "weekday"
"4187" "2012-11-08" "540" 0 "weekday"
"4188" "2012-11-09" "540" 16 "weekday"
"4189" "2012-11-10" "540" 16 "weekend"
"4190" "2012-11-11" "540" 0 "weekend"
"4191" "2012-11-12" "540" 0 "weekday"
"4192" "2012-11-13" "540" 0 "weekday"
"4193" "2012-11-14" "540" 16 "weekday"
"4194" "2012-11-15" "540" 0 "weekday"
"4195" "2012-11-16" "540" 0 "weekday"
"4196" "2012-11-17" "540" 0 "weekend"
"4197" "2012-11-18" "540" 0 "weekend"
"4198" "2012-11-19" "540" 0 "weekday"
"4199" "2012-11-20" "540" 0 "weekday"
"4200" "2012-11-21" "540" 0 "weekday"
"4201" "2012-11-22" "540" 0 "weekday"
"4202" "2012-11-23" "540" 0 "weekday"
"4203" "2012-11-24" "540" 0 "weekend"
"4204" "2012-11-25" "540" 0 "weekend"
"4205" "2012-11-26" "540" 0 "weekday"
"4206" "2012-11-27" "540" 742 "weekday"
"4207" "2012-11-28" "540" 23 "weekday"
"4208" "2012-11-29" "540" 0 "weekday"
"4209" "2012-11-30" "540" 16 "weekday"
"4210" "2012-10-01" "545" 18 "weekday"
"4211" "2012-10-02" "545" 0 "weekday"
"4212" "2012-10-03" "545" 0 "weekday"
"4213" "2012-10-04" "545" 0 "weekday"
"4214" "2012-10-05" "545" 0 "weekday"
"4215" "2012-10-06" "545" 0 "weekend"
"4216" "2012-10-07" "545" 0 "weekend"
"4217" "2012-10-08" "545" 18 "weekday"
"4218" "2012-10-09" "545" 4 "weekday"
"4219" "2012-10-10" "545" 0 "weekday"
"4220" "2012-10-11" "545" 0 "weekday"
"4221" "2012-10-12" "545" 92 "weekday"
"4222" "2012-10-13" "545" 0 "weekend"
"4223" "2012-10-14" "545" 0 "weekend"
"4224" "2012-10-15" "545" 0 "weekday"
"4225" "2012-10-16" "545" 0 "weekday"
"4226" "2012-10-17" "545" 0 "weekday"
"4227" "2012-10-18" "545" 0 "weekday"
"4228" "2012-10-19" "545" 0 "weekday"
"4229" "2012-10-20" "545" 0 "weekend"
"4230" "2012-10-21" "545" 0 "weekend"
"4231" "2012-10-22" "545" 0 "weekday"
"4232" "2012-10-23" "545" 0 "weekday"
"4233" "2012-10-24" "545" 0 "weekday"
"4234" "2012-10-25" "545" 0 "weekday"
"4235" "2012-10-26" "545" 40 "weekday"
"4236" "2012-10-27" "545" 0 "weekend"
"4237" "2012-10-28" "545" 0 "weekend"
"4238" "2012-10-29" "545" 0 "weekday"
"4239" "2012-10-30" "545" 0 "weekday"
"4240" "2012-10-31" "545" 0 "weekday"
"4241" "2012-11-01" "545" 18 "weekday"
"4242" "2012-11-02" "545" 0 "weekday"
"4243" "2012-11-03" "545" 0 "weekend"
"4244" "2012-11-04" "545" 18 "weekend"
"4245" "2012-11-05" "545" 0 "weekday"
"4246" "2012-11-06" "545" 0 "weekday"
"4247" "2012-11-07" "545" 0 "weekday"
"4248" "2012-11-08" "545" 0 "weekday"
"4249" "2012-11-09" "545" 18 "weekday"
"4250" "2012-11-10" "545" 18 "weekend"
"4251" "2012-11-11" "545" 0 "weekend"
"4252" "2012-11-12" "545" 0 "weekday"
"4253" "2012-11-13" "545" 0 "weekday"
"4254" "2012-11-14" "545" 18 "weekday"
"4255" "2012-11-15" "545" 0 "weekday"
"4256" "2012-11-16" "545" 0 "weekday"
"4257" "2012-11-17" "545" 0 "weekend"
"4258" "2012-11-18" "545" 0 "weekend"
"4259" "2012-11-19" "545" 0 "weekday"
"4260" "2012-11-20" "545" 0 "weekday"
"4261" "2012-11-21" "545" 0 "weekday"
"4262" "2012-11-22" "545" 0 "weekday"
"4263" "2012-11-23" "545" 0 "weekday"
"4264" "2012-11-24" "545" 18 "weekend"
"4265" "2012-11-25" "545" 0 "weekend"
"4266" "2012-11-26" "545" 24 "weekday"
"4267" "2012-11-27" "545" 757 "weekday"
"4268" "2012-11-28" "545" 37 "weekday"
"4269" "2012-11-29" "545" 0 "weekday"
"4270" "2012-11-30" "545" 18 "weekday"
"4271" "2012-10-01" "550" 39 "weekday"
"4272" "2012-10-02" "550" 0 "weekday"
"4273" "2012-10-03" "550" 90 "weekday"
"4274" "2012-10-04" "550" 16 "weekday"
"4275" "2012-10-05" "550" 0 "weekday"
"4276" "2012-10-06" "550" 0 "weekend"
"4277" "2012-10-07" "550" 0 "weekend"
"4278" "2012-10-08" "550" 39 "weekday"
"4279" "2012-10-09" "550" 0 "weekday"
"4280" "2012-10-10" "550" 0 "weekday"
"4281" "2012-10-11" "550" 0 "weekday"
"4282" "2012-10-12" "550" 0 "weekday"
"4283" "2012-10-13" "550" 0 "weekend"
"4284" "2012-10-14" "550" 18 "weekend"
"4285" "2012-10-15" "550" 0 "weekday"
"4286" "2012-10-16" "550" 12 "weekday"
"4287" "2012-10-17" "550" 0 "weekday"
"4288" "2012-10-18" "550" 0 "weekday"
"4289" "2012-10-19" "550" 0 "weekday"
"4290" "2012-10-20" "550" 0 "weekend"
"4291" "2012-10-21" "550" 0 "weekend"
"4292" "2012-10-22" "550" 0 "weekday"
"4293" "2012-10-23" "550" 0 "weekday"
"4294" "2012-10-24" "550" 0 "weekday"
"4295" "2012-10-25" "550" 0 "weekday"
"4296" "2012-10-26" "550" 0 "weekday"
"4297" "2012-10-27" "550" 0 "weekend"
"4298" "2012-10-28" "550" 0 "weekend"
"4299" "2012-10-29" "550" 0 "weekday"
"4300" "2012-10-30" "550" 0 "weekday"
"4301" "2012-10-31" "550" 0 "weekday"
"4302" "2012-11-01" "550" 39 "weekday"
"4303" "2012-11-02" "550" 0 "weekday"
"4304" "2012-11-03" "550" 0 "weekend"
"4305" "2012-11-04" "550" 39 "weekend"
"4306" "2012-11-05" "550" 0 "weekday"
"4307" "2012-11-06" "550" 0 "weekday"
"4308" "2012-11-07" "550" 0 "weekday"
"4309" "2012-11-08" "550" 0 "weekday"
"4310" "2012-11-09" "550" 39 "weekday"
"4311" "2012-11-10" "550" 39 "weekend"
"4312" "2012-11-11" "550" 0 "weekend"
"4313" "2012-11-12" "550" 0 "weekday"
"4314" "2012-11-13" "550" 0 "weekday"
"4315" "2012-11-14" "550" 39 "weekday"
"4316" "2012-11-15" "550" 0 "weekday"
"4317" "2012-11-16" "550" 0 "weekday"
"4318" "2012-11-17" "550" 0 "weekend"
"4319" "2012-11-18" "550" 0 "weekend"
"4320" "2012-11-19" "550" 0 "weekday"
"4321" "2012-11-20" "550" 0 "weekday"
"4322" "2012-11-21" "550" 0 "weekday"
"4323" "2012-11-22" "550" 0 "weekday"
"4324" "2012-11-23" "550" 0 "weekday"
"4325" "2012-11-24" "550" 44 "weekend"
"4326" "2012-11-25" "550" 0 "weekend"
"4327" "2012-11-26" "550" 709 "weekday"
"4328" "2012-11-27" "550" 794 "weekday"
"4329" "2012-11-28" "550" 408 "weekday"
"4330" "2012-11-29" "550" 0 "weekday"
"4331" "2012-11-30" "550" 39 "weekday"
"4332" "2012-10-01" "555" 44 "weekday"
"4333" "2012-10-02" "555" 0 "weekday"
"4334" "2012-10-03" "555" 411 "weekday"
"4335" "2012-10-04" "555" 1 "weekday"
"4336" "2012-10-05" "555" 52 "weekday"
"4337" "2012-10-06" "555" 0 "weekend"
"4338" "2012-10-07" "555" 0 "weekend"
"4339" "2012-10-08" "555" 44 "weekday"
"4340" "2012-10-09" "555" 0 "weekday"
"4341" "2012-10-10" "555" 0 "weekday"
"4342" "2012-10-11" "555" 11 "weekday"
"4343" "2012-10-12" "555" 11 "weekday"
"4344" "2012-10-13" "555" 39 "weekend"
"4345" "2012-10-14" "555" 41 "weekend"
"4346" "2012-10-15" "555" 0 "weekday"
"4347" "2012-10-16" "555" 0 "weekday"
"4348" "2012-10-17" "555" 0 "weekday"
"4349" "2012-10-18" "555" 11 "weekday"
"4350" "2012-10-19" "555" 0 "weekday"
"4351" "2012-10-20" "555" 7 "weekend"
"4352" "2012-10-21" "555" 0 "weekend"
"4353" "2012-10-22" "555" 70 "weekday"
"4354" "2012-10-23" "555" 0 "weekday"
"4355" "2012-10-24" "555" 0 "weekday"
"4356" "2012-10-25" "555" 0 "weekday"
"4357" "2012-10-26" "555" 0 "weekday"
"4358" "2012-10-27" "555" 0 "weekend"
"4359" "2012-10-28" "555" 0 "weekend"
"4360" "2012-10-29" "555" 0 "weekday"
"4361" "2012-10-30" "555" 0 "weekday"
"4362" "2012-10-31" "555" 0 "weekday"
"4363" "2012-11-01" "555" 44 "weekday"
"4364" "2012-11-02" "555" 0 "weekday"
"4365" "2012-11-03" "555" 0 "weekend"
"4366" "2012-11-04" "555" 44 "weekend"
"4367" "2012-11-05" "555" 0 "weekday"
"4368" "2012-11-06" "555" 0 "weekday"
"4369" "2012-11-07" "555" 0 "weekday"
"4370" "2012-11-08" "555" 0 "weekday"
"4371" "2012-11-09" "555" 44 "weekday"
"4372" "2012-11-10" "555" 44 "weekend"
"4373" "2012-11-11" "555" 0 "weekend"
"4374" "2012-11-12" "555" 0 "weekday"
"4375" "2012-11-13" "555" 0 "weekday"
"4376" "2012-11-14" "555" 44 "weekday"
"4377" "2012-11-15" "555" 0 "weekday"
"4378" "2012-11-16" "555" 0 "weekday"
"4379" "2012-11-17" "555" 0 "weekend"
"4380" "2012-11-18" "555" 0 "weekend"
"4381" "2012-11-19" "555" 0 "weekday"
"4382" "2012-11-20" "555" 0 "weekday"
"4383" "2012-11-21" "555" 0 "weekday"
"4384" "2012-11-22" "555" 0 "weekday"
"4385" "2012-11-23" "555" 0 "weekday"
"4386" "2012-11-24" "555" 6 "weekend"
"4387" "2012-11-25" "555" 0 "weekend"
"4388" "2012-11-26" "555" 293 "weekday"
"4389" "2012-11-27" "555" 777 "weekday"
"4390" "2012-11-28" "555" 628 "weekday"
"4391" "2012-11-29" "555" 0 "weekday"
"4392" "2012-11-30" "555" 44 "weekday"
"4393" "2012-10-01" "600" 31 "weekday"
"4394" "2012-10-02" "600" 0 "weekday"
"4395" "2012-10-03" "600" 413 "weekday"
"4396" "2012-10-04" "600" 0 "weekday"
"4397" "2012-10-05" "600" 36 "weekday"
"4398" "2012-10-06" "600" 0 "weekend"
"4399" "2012-10-07" "600" 0 "weekend"
"4400" "2012-10-08" "600" 31 "weekday"
"4401" "2012-10-09" "600" 0 "weekday"
"4402" "2012-10-10" "600" 0 "weekday"
"4403" "2012-10-11" "600" 0 "weekday"
"4404" "2012-10-12" "600" 0 "weekday"
"4405" "2012-10-13" "600" 0 "weekend"
"4406" "2012-10-14" "600" 0 "weekend"
"4407" "2012-10-15" "600" 10 "weekday"
"4408" "2012-10-16" "600" 0 "weekday"
"4409" "2012-10-17" "600" 0 "weekday"
"4410" "2012-10-18" "600" 0 "weekday"
"4411" "2012-10-19" "600" 0 "weekday"
"4412" "2012-10-20" "600" 0 "weekend"
"4413" "2012-10-21" "600" 0 "weekend"
"4414" "2012-10-22" "600" 19 "weekday"
"4415" "2012-10-23" "600" 7 "weekday"
"4416" "2012-10-24" "600" 0 "weekday"
"4417" "2012-10-25" "600" 0 "weekday"
"4418" "2012-10-26" "600" 55 "weekday"
"4419" "2012-10-27" "600" 0 "weekend"
"4420" "2012-10-28" "600" 0 "weekend"
"4421" "2012-10-29" "600" 0 "weekday"
"4422" "2012-10-30" "600" 0 "weekday"
"4423" "2012-10-31" "600" 0 "weekday"
"4424" "2012-11-01" "600" 31 "weekday"
"4425" "2012-11-02" "600" 0 "weekday"
"4426" "2012-11-03" "600" 0 "weekend"
"4427" "2012-11-04" "600" 31 "weekend"
"4428" "2012-11-05" "600" 0 "weekday"
"4429" "2012-11-06" "600" 0 "weekday"
"4430" "2012-11-07" "600" 0 "weekday"
"4431" "2012-11-08" "600" 0 "weekday"
"4432" "2012-11-09" "600" 31 "weekday"
"4433" "2012-11-10" "600" 31 "weekend"
"4434" "2012-11-11" "600" 0 "weekend"
"4435" "2012-11-12" "600" 0 "weekday"
"4436" "2012-11-13" "600" 0 "weekday"
"4437" "2012-11-14" "600" 31 "weekday"
"4438" "2012-11-15" "600" 0 "weekday"
"4439" "2012-11-16" "600" 0 "weekday"
"4440" "2012-11-17" "600" 0 "weekend"
"4441" "2012-11-18" "600" 0 "weekend"
"4442" "2012-11-19" "600" 0 "weekday"
"4443" "2012-11-20" "600" 0 "weekday"
"4444" "2012-11-21" "600" 0 "weekday"
"4445" "2012-11-22" "600" 0 "weekday"
"4446" "2012-11-23" "600" 0 "weekday"
"4447" "2012-11-24" "600" 0 "weekend"
"4448" "2012-11-25" "600" 0 "weekend"
"4449" "2012-11-26" "600" 91 "weekday"
"4450" "2012-11-27" "600" 758 "weekday"
"4451" "2012-11-28" "600" 280 "weekday"
"4452" "2012-11-29" "600" 0 "weekday"
"4453" "2012-11-30" "600" 31 "weekday"
"4454" "2012-10-01" "605" 49 "weekday"
"4455" "2012-10-02" "605" 0 "weekday"
"4456" "2012-10-03" "605" 415 "weekday"
"4457" "2012-10-04" "605" 18 "weekday"
"4458" "2012-10-05" "605" 0 "weekday"
"4459" "2012-10-06" "605" 0 "weekend"
"4460" "2012-10-07" "605" 0 "weekend"
